[DEBUG] 2021-02-27 18-09-32.592 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-27 18-09-32.594 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-27 18-09-32.598 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-27 18-09-32.663 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-27 18-09-32.665 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-27 18-09-32.810 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-27 18-09-32.810 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-27 18-09-32.814 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-27 18-09-33.028 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-27 18-09-33.047 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-27 18-09-33.048 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-02-27 18-09-33.065 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-02-27 18-09-33.095 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@42373389
[DEBUG] 2021-02-27 18-09-33.095 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@42373389
[DEBUG] 2021-02-27 18-09-33.095 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@42373389
[DEBUG] 2021-02-27 18-09-33.096 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@7c36db44
[DEBUG] 2021-02-27 18-09-33.096 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@42ea287
[DEBUG] 2021-02-27 18-09-33.097 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@65a48602
[DEBUG] 2021-02-27 18-09-33.098 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@612e21b9
[DEBUG] 2021-02-27 18-09-33.098 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@612e21b9
[DEBUG] 2021-02-27 18-09-33.098 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@612e21b9
[DEBUG] 2021-02-27 18-09-33.099 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@1a865273
[DEBUG] 2021-02-27 18-09-33.099 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@1a865273
[DEBUG] 2021-02-27 18-09-33.099 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@1a865273
[DEBUG] 2021-02-27 18-09-33.100 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@fcc6023
[DEBUG] 2021-02-27 18-09-33.100 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@fcc6023
[DEBUG] 2021-02-27 18-09-33.100 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@fcc6023
[DEBUG] 2021-02-27 18-09-33.101 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@46185a1b
[DEBUG] 2021-02-27 18-09-33.101 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@46185a1b
[DEBUG] 2021-02-27 18-09-33.101 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@46185a1b
[DEBUG] 2021-02-27 18-09-33.102 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4ee5b2d9
[DEBUG] 2021-02-27 18-09-33.102 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4ee5b2d9
[DEBUG] 2021-02-27 18-09-33.102 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@4ee5b2d9
[DEBUG] 2021-02-27 18-09-33.103 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@290d10ef
[DEBUG] 2021-02-27 18-09-33.103 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@290d10ef
[DEBUG] 2021-02-27 18-09-33.103 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@290d10ef
[DEBUG] 2021-02-27 18-09-33.104 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@4110765e
[DEBUG] 2021-02-27 18-09-33.104 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@4110765e
[DEBUG] 2021-02-27 18-09-33.104 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@4110765e
[DEBUG] 2021-02-27 18-09-33.105 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@20cece0b
[DEBUG] 2021-02-27 18-09-33.105 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@20cece0b
[DEBUG] 2021-02-27 18-09-33.106 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@73c9e8e8
[DEBUG] 2021-02-27 18-09-33.106 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@73c9e8e8
[DEBUG] 2021-02-27 18-09-33.107 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@58ff8d79
[DEBUG] 2021-02-27 18-09-33.107 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@58ff8d79
[DEBUG] 2021-02-27 18-09-33.107 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@4b790d86
[DEBUG] 2021-02-27 18-09-33.108 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@61cd1c71
[DEBUG] 2021-02-27 18-09-33.109 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@4674d90
[DEBUG] 2021-02-27 18-09-33.109 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@4674d90
